masp;admissao;nome_servidor;cpf;dt_nasc;situacao_funcional;sigla;setor;carreira;categoria_profissional;nivel;grau;dt_admissao;data_inicio;data_fim_prevista
13804448;1;Rafael Martins;04482549249;23/04/1994;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE PACIENTES CRITICOS;PENF;TECNICO DE ENFERMAGEM;II;A;01/07/2022;01/07/2022 00:00;30/06/2023 00:00
14850630;3;Alice Almeida;04482549250;24/04/1994;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA PEDIATRICA;PENF;TECNICO DE ENFERMAGEM;II;A;24/03/2022;24/03/2022 00:00;23/03/2023 00:00
14950422;1;Ryan Silva;04482549251;25/04/1994;CONTRATO TEMPORARIO;MOV;COORDENACAO DA GINECOLOGIA E OBSTETRICIA;MED;MEDICO ANESTESIOLOGISTA;III;A;13/04/2021;13/04/2021 00:00;12/04/2023 00:00
14680144;2;Nicolas Carvalho;04482549252;26/04/1994;CONTRATO TEMPORARIO;JXXIII;NA;AGAS;FISIOTERAPEUTA RESPIRATORIA;III;A;NA;01/02/2022 00:00;31/01/2023 00:00
11672821;3;Leonor Rodrigues;04482549253;27/04/1994;CONTRATO TEMPORARIO;CSSFA;COORDENACAO TECNICA DE ENFERMAGEM;PENF;ENFERMEIRO;IV;A;05/03/2022;05/04/2022 00:00;04/04/2023 00:00
14890438;2;Otávio Lima;04482549254;28/04/1994;CONTRATO TEMPORARIO;HRJP;COORDENACAO DA UNIDADE DE PACIENTES EXTERNOS E REABILITACAO;PENF;ENFERMEIRO;IV;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14156731;3;Pedro Cavalcanti;04482549255;29/04/1994;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES DE INTERNACAO;MED;MEDICO INFECTOLOGISTA;III;A;24/08/2019;01/02/2022 00:00;31/01/2023 00:00
14932743;2;Vitór Ribeiro;04482549256;30/04/1994;CONTRATO TEMPORARIO;HIJPII;NA;MED;MEDICO GENERALISTA;I;A;NA;02/07/2022 00:00;28/12/2022 00:00
14932743;1;Enzo Lima;04482549257;01/05/1994;CONTRATO TEMPORARIO;HIJPII;NA;MEDRE;MEDICO;I;A;NA;01/03/2021 00:00;28/02/2023 00:00
14880579;2;Diogo Oliveira;04482549258;02/05/1994;CONTRATO TEMPORARIO;MOV;COORDENACAO DA UNIDADE DE NEONATOLOGIA;MED;MEDICO PEDIATRA;III;A;15/02/2022;15/02/2022 00:00;14/02/2023 00:00
15105216;1;Luana Costa;04482549259;03/05/1994;CONTRATO TEMPORARIO;AJUR;(DESAT.)PROCURADORIA;AGAS;ADVOGADO;I;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14149520;2;Breno Dias;04482549260;04/05/1994;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE CIRURGICA;MED;MEDICO CIRURGIAO CARDIOVASCULAR;III;A;24/06/2021;24/06/2021 00:00;23/06/2023 00:00
14963318;2;Luan Gomes;04482549261;05/05/1994;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO ORTOPEDISTA E TRAUMATOLOGISTA;III;A;25/09/2021;25/09/2021 00:00;30/06/2023 00:00
14963318;1;Laura Goncalves;04482549262;06/05/1994;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO ORTOPEDISTA E TRAUMATOLOGISTA;III;A;21/05/2021;21/05/2021 00:00;20/05/2023 00:00
15165830;1;Beatriz Silva;04482549263;07/05/1994;CONTRATO TEMPORARIO;HJK;COORDENACAO DE ARQUIVO MEDICO E ESTATISTICA;TOS;TECNICO EM INFORMATICA;II;A;07/04/2022;07/04/2022 00:00;06/04/2023 00:00
15123078;1;Isabelle Ferreira;04482549264;08/05/1994;CONTRATO TEMPORARIO;IRS;NA;MEDRE;MEDICO;I;A;NA;01/03/2022 00:00;28/02/2023 00:00
14864524;2;Miguel Correia;04482549265;09/05/1994;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DE FATURAMENTO;TOS;AUXILIAR ADMINISTRATIVO;I;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14616130;3;Letícia Almeida;04482549266;10/05/1994;CONTRATO TEMPORARIO;MOV;COORDENACAO DA UNIDADE DE NEONATOLOGIA;MED;MEDICO PEDIATRA;III;A;10/02/2022;10/02/2022 00:00;09/02/2023 00:00
14616130;2;Beatrice Cardoso;04482549267;11/05/1994;CONTRATO TEMPORARIO;MOV;COORDENACAO DA UNIDADE DE NEONATOLOGIA;MED;MEDICO PEDIATRA;III;A;01/02/2021;01/02/2021 00:00;31/01/2023 00:00
13641600;2;Lara Dias;04482549268;12/05/1994;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE CLINICA MEDICA;MED;MEDICO NEUROLOGISTA;III;A;03/02/2022;03/02/2022 00:00;02/02/2023 00:00
14115315;2;Cauã Lima;04482549269;13/05/1994;CONTRATO TEMPORARIO;HJK;COORDENACAO MEDICA DA TERAPIA INTENSIVA NEONATAL;MED;MEDICO PEDIATRA;III;A;03/12/2021;03/12/2021 00:00;30/06/2023 00:00
14824023;1;Laura Silva;04482549270;14/05/1994;CONTRATO TEMPORARIO;DIEST;(DESAT.)GERENCIA DE TECNOLOGIA E GESTAO DA INFORMACAO;TOS;TECNICO EM INFORMATICA;II;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
13665021;3;Julieta Almeida;04482549271;15/05/1994;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES DE INTERNACAO;MED;MEDICO CIRURGIAO GERAL;III;A;28/09/2021;28/09/2021 00:00;30/06/2023 00:00
14710933;3;Danilo Santos;04482549272;16/05/1994;CONTRATO TEMPORARIO;JXXIII;COORDENACAO MEDICA DA UNIDADE DE TOXICOLOGIA;MED;MEDICO CLINICO;III;A;01/03/2022;01/03/2022 00:00;28/02/2023 00:00
13630793;3;Kai Martins;04482549273;17/05/1994;CONTRATO TEMPORARIO;MOV;COORDENACAO DA GINECOLOGIA E OBSTETRICIA;MED;MEDICO GINECOLOGISTA;III;A;02/01/2022;02/01/2022 00:00;01/01/2023 00:00
15058779;1;Samuel Cavalcanti;04482549274;18/05/1994;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA PEDIATRICA;AGAS;FISIOTERAPEUTA RESPIRATORIA;III;A;08/11/2021;08/11/2021 00:00;30/06/2023 00:00
14616221;3;Camila Lima;04482549275;19/05/1994;CONTRATO TEMPORARIO;HAC;COORDENACAO DO AMBULATORIO;MED;MEDICO CLINICO;III;A;22/03/2022;22/03/2022 00:00;21/03/2023 00:00
13615216;2;Clara Pinto;04482549276;20/05/1994;CONTRATO TEMPORARIO;IRS;COORDENACAO DA UNIDADE DE PACIENTES EXTERNOS;MED;MEDICO PSIQUIATRA;III;A;04/03/2022;04/03/2022 00:00;03/03/2023 00:00
14661888;3;Carla Costa;04482549277;21/05/1994;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO ORTOPEDISTA E TRAUMATOLOGISTA;III;A;03/03/2022;03/03/2022 00:00;02/03/2023 00:00
14973069;2;Isabela Cardoso;04482549278;22/05/1994;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DE APOIO DIAGNOSTICO E TERAPEUTICO;TOS;TECNICO EM RADIOLOGIA;II;A;04/11/2022;04/11/2022 00:00;03/11/2023 00:00
14973069;1;Marina Rodrigues;04482549279;23/05/1994;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DE APOIO DIAGNOSTICO E TERAPEUTICO;TOS;TECNICO EM RADIOLOGIA;II;A;23/06/2021;23/06/2021 00:00;22/06/2023 00:00
15082993;1;Tiago Araujo;04482549280;24/05/1994;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE URGENCIA E EMERGENCIA;PENF;TECNICO DE ENFERMAGEM;II;A;02/02/2022;02/02/2022 00:00;01/02/2023 00:00
15269517;1;Gabriel Dias;04482549281;25/05/1994;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE URGENCIA E EMERGENCIA;PENF;ENFERMEIRO;IV;A;30/06/2022;01/07/2022 00:00;30/06/2023 00:00
14932776;1;Giovanna Ferreira;04482549282;26/05/1994;CONTRATO TEMPORARIO;HIJPII;NA;MEDRE;MEDICO;I;A;NA;01/03/2021 00:00;28/02/2023 00:00
14920532;2;Isabela Lima;04482549283;27/05/1994;CONTRATO TEMPORARIO;HRAD;COORDENACAO DE APOIO DIAGNOSTICO E TERAPEUTICO;MED;MEDICO EM RADIOLOG.E DIAGNOST.POR IMAGEM;III;A;0000-00-00;12/04/2021 00:00;11/04/2023 00:00
15335722;1;Renan Dias;04482549284;28/05/1994;CONTRATO TEMPORARIO;MGT;ORGANIZACAO DE PROCURA DE ORGAOS - REGIAO METROPOLITANA;MED;MEDICO CIRURGIAO GERAL;III;A;18/10/2022;18/10/2022 00:00;17/10/2023 00:00
12111043;2;Beatrice Ribeiro;04482549285;29/05/1994;CONTRATO TEMPORARIO;HRJP;COORDENACAO DE INFRAESTRUTURA;PENF;TECNICO DE ENFERMAGEM;II;A;02/07/2022;02/07/2022 00:00;01/07/2023 00:00
15031792;1;Antônio Azevedo;04482549286;30/05/1994;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE CLINICA MEDICA;PENF;TECNICO DE ENFERMAGEM;II;A;09/06/2022;09/06/2022 00:00;08/06/2023 00:00
15117682;1;Igor Cavalcanti;04482549287;31/05/1994;CONTRATO TEMPORARIO;HJK;NA;MEDRE;MEDICO;I;A;NA;01/03/2022 00:00;28/02/2023 00:00
15146897;1;João Costa;04482549288;01/06/1994;CONTRATO TEMPORARIO;HCM;COORDENACAO DE APOIO DIAGNOSTICO E TERAPEUTICO;TOS;TECNICO EM FARMACIA;II;A;07/03/2022;07/03/2022 00:00;06/03/2023 00:00
12697280;4;Vinícius Cavalcanti;04482549289;02/06/1994;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO OTORRINOLARINGOLOGISTA;III;A;27/05/2021;27/05/2021 00:00;26/05/2023 00:00
15038870;1;Luís Alves;04482549290;03/06/1994;CONTRATO TEMPORARIO;HEM;COORDENACAO DO CENTRO DE EDUCACAO INFANTIL;AGAS;PEDAGOGO;I;A;03/11/2021;03/11/2021 00:00;30/06/2023 00:00
14800825;1;Letícia Oliveira;04482549291;04/06/1994;CONTRATO TEMPORARIO;CMT;GERENCIA ASSISTENCIAL;PENF;TECNICO DE ENFERMAGEM;II;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14340293;4;Fernanda Alves;04482549292;05/06/1994;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DO CUIDAR E ATENCAO DOMICILIAR;PENF;TECNICO DE ENFERMAGEM;II;A;05/03/2022;05/03/2022 00:00;04/03/2023 00:00
14757967;3;Carla Gomes;04482549293;06/06/1994;CONTRATO TEMPORARIO;HJK;DIRETORIA ASSISTENCIAL;MED;MEDICO CLINICO;III;A;02/02/2022;02/02/2022 00:00;01/02/2023 00:00
15235070;1;Eduarda Gomes;04482549294;07/06/1994;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DO BLOCO CIRURGICO;MED;MEDICO ANESTESIOLOGISTA;III;A;24/05/2022;24/05/2022 00:00;23/05/2023 00:00
14052534;2;Carolina Almeida;04482549295;08/06/1994;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DAS UNIDADES DE INTERNACAO ADULTO;PENF;ENFERMEIRO;IV;A;29/11/2021;29/11/2021 00:00;30/06/2023 00:00
14884506;1;Kaua Pinto;04482549296;09/06/1994;CONTRATO TEMPORARIO;HJK;NA;MEDRE;MEDICO;I;A;NA;01/03/2020 00:00;28/02/2023 00:00
14637219;3;Fábio Barros;04482549297;10/06/1994;CONTRATO TEMPORARIO;HJK;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA ADULTO;MED;MEDICO CLINICO;III;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
13371380;2;Anna Rocha;04482549298;11/06/1994;CONTRATO TEMPORARIO;HIJPII;NA;MED;MEDICO PSIQUIATRA;III;A;NA;01/07/2022 00:00;27/12/2022 00:00
15130511;1;Luana Azevedo;04482549299;12/06/1994;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DO CENTRO DE TRATAMENTO DE QUEIMADOS;PENF;TECNICO DE ENFERMAGEM;II;A;03/03/2022;03/03/2022 00:00;02/03/2023 00:00
13030747;3;Kai Silva;04482549300;13/06/1994;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DO CENTRO DE TRATAMENTO DE QUEIMADOS;MED;MEDICO CLINICO;III;A;13/02/2022;13/02/2022 00:00;12/02/2023 00:00
14894208;2;Júlio Rodrigues;04482549301;14/06/1994;CONTRATO TEMPORARIO;HAC;COORDENACAO DE INTERNACAO - ONCOLOGICA;PENF;TECNICO DE ENFERMAGEM;II;A;08/02/2022;04/02/2022 00:00;03/02/2023 00:00
14558662;2;Giovana Almeida;04482549302;15/06/1994;CONTRATO TEMPORARIO;HJK;COORDENACAO DO LABORATORIO;TOS;TECNICO EM PATOLOGIA CLINICA;II;A;01/06/2022;01/06/2022 00:00;31/05/2023 00:00
15307580;1;Sarah Sousa;04482549303;16/06/1994;CONTRATO TEMPORARIO;HRAD;COORDENACAO DA UNIDADE DE PACIENTES EXTERNOS;PENF;TECNICO DE ENFERMAGEM;II;A;0000-00-00;05/09/2022 00:00;04/09/2023 00:00
15124407;1;Kauan Azevedo;04482549304;17/06/1994;CONTRATO TEMPORARIO;CEPAI;NA;MEDRE;MEDICO;I;A;NA;03/03/2022 00:00;02/03/2023 00:00
11012168;4;Enzo Dias;04482549305;18/06/1994;CONTRATO TEMPORARIO;HJK;COORDENACAO MEDICA DA URGENCIA E EMERGENCIA;PENF;TECNICO DE ENFERMAGEM;II;A;03/02/2022;03/02/2022 00:00;02/02/2023 00:00
14932784;1;Daniel Castro;04482549306;19/06/1994;CONTRATO TEMPORARIO;HIJPII;NA;MEDRE;MEDICO;I;A;NA;01/03/2021 00:00;28/02/2023 00:00
14946578;3;Vitoria Cunha;04482549307;20/06/1994;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES DE INTERNACAO;MED;MEDICO NEUROLOGISTA;III;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14896542;3;Kauan Rodrigues;04482549308;21/06/1994;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE URGENCIA E EMERGENCIA;PENF;TECNICO DE ENFERMAGEM;II;A;21/04/2021;01/02/2022 00:00;31/01/2023 00:00
14831143;2;Guilherme Rodrigues;04482549309;22/06/1994;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE URGENCIA E EMERGENCIA;PENF;TECNICO DE ENFERMAGEM;II;A;24/09/2021;24/09/2021 00:00;30/06/2023 00:00
15250442;1;Julieta Pinto;04482549310;23/06/1994;CONTRATO TEMPORARIO;HRJP;NA;MEDRE;MEDICO;I;A;NA;15/03/2022 00:00;14/03/2023 00:00
15157472;1;Vinicius Carvalho;04482549311;24/06/1994;CONTRATO TEMPORARIO;HJK;NA;MEDRE;MEDICO;I;A;NA;14/03/2022 00:00;13/03/2023 00:00
14639678;1;Gabriel Dias;04482549312;25/06/1994;CONTRATO TEMPORARIO;HGB-JA;NUCLEO DE ENSINO E PESQUISA;TOS;AUXILIAR ADMINISTRATIVO;I;A;11/04/2018;01/02/2022 00:00;31/01/2023 00:00
15118797;1;Leonor Oliveira;04482549313;26/06/1994;CONTRATO TEMPORARIO;HAC;NA;MEDRE;MEDICO;I;A;NA;01/03/2022 00:00;28/02/2023 00:00
14892723;3;Rafael Pinto;04482549314;27/06/1994;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO NEUROCIRURGIAO;III;A;07/03/2022;07/03/2022 00:00;06/03/2023 00:00
13461215;2;Vitoria Correia;04482549315;28/06/1994;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES CRITICAS;PENF;TECNICO DE ENFERMAGEM;II;A;04/07/2022;04/07/2022 00:00;03/07/2023 00:00
14943518;2;Igor Cardoso;04482549316;29/06/1994;CONTRATO TEMPORARIO;HRJP;COORDENACAO DE APOIO DIAGNOSTICO E TERAPEUTICO;MED;MEDICO HEMATOLOGISTA;III;A;07/04/2022;07/04/2022 00:00;06/04/2023 00:00
14846695;1;Daniel Cardoso;04482549317;30/06/1994;CONTRATO TEMPORARIO;CEPAI;COORDENACAO DE GESTAO DE PESSOAS;TOS;TECNICO DE SEGURANCA DO TRABALHO;II;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
15031065;1;Júlia Correia;04482549318;01/07/1994;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO NEUROCIRURGIAO;III;A;19/10/2021;19/10/2021 00:00;30/06/2023 00:00
14894059;3;Lavinia Correia;04482549319;02/07/1994;CONTRATO TEMPORARIO;HJK;COORDENACAO DO SERVIÇO DE NUTRICAO E DIETETICA;AGAS;NUTRICIONISTA;I;A;17/01/2022;17/01/2022 00:00;16/01/2023 00:00
14894059;2;Beatrice Silva;04482549320;03/07/1994;CONTRATO TEMPORARIO;HAC;COORDENACAO DO SERVIÇO DE NUTRICAO E DIETETICA;AGAS;NUTRICIONISTA;I;A;30/09/2022;30/09/2022 00:00;29/09/2023 00:00
15070881;1;Camila Rocha;04482549321;04/07/1994;CONTRATO TEMPORARIO;HMAL;COORDENACAO DO CENTRO DE TRATAMENTO DE QUEIMADOS;PENF;TECNICO DE ENFERMAGEM;II;A;03/02/2022;03/02/2022 00:00;02/02/2023 00:00
14938963;1;Samuel Souza;04482549322;05/07/1994;CONTRATO TEMPORARIO;HRAD;NA;MEDRE;MEDICO;I;A;NA;01/03/2021 00:00;28/02/2023 00:00
14884530;1;Matilde Cunha;04482549323;06/07/1994;CONTRATO TEMPORARIO;HJK;NA;MEDRE;MEDICO;I;A;NA;01/03/2020 00:00;28/02/2023 00:00
14052633;2;Luiz Rodrigues;04482549324;07/07/1994;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DE ASSISTENCIA FARMACEUTICA;TOS;TECNICO EM FARMACIA;II;A;27/12/2021;27/12/2021 00:00;30/06/2023 00:00
15105505;1;Murilo Cardoso;04482549325;08/07/1994;CONTRATO TEMPORARIO;DPGF;"(DESAT.)GERENCIA DE SUPRIMENTOS, LOGISTICA E PATRIMONIO";TOS;AUXILIAR ADMINISTRATIVO;I;A;16/02/2022;16/02/2022 00:00;15/02/2023 00:00
14767859;2;Luana Barbosa;04482549326;09/07/1994;CONTRATO TEMPORARIO;HRAD;COORDENACAO DA UNIDADE CIRURGICA;MED;MEDICO ANESTESIOLOGISTA;III;A;0000-00-00;25/03/2022 00:00;24/03/2023 00:00
11804895;3;Aline Barbosa;04482549327;10/07/1994;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DE DIAGNOSTICO POR IMAGEM;TOS;TECNICO EM RADIOLOGIA;II;A;06/03/2022;06/03/2022 00:00;05/03/2023 00:00
14802128;4;Maria Sousa;04482549328;11/07/1994;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DE LABORATORIO E AGENCIA TRANSFUSIONAL;AGAS;FARMACEUTICO;I;A;17/03/2022;17/03/2022 00:00;16/03/2023 00:00
14932800;1;Melissa Azevedo;04482549329;12/07/1994;CONTRATO TEMPORARIO;HIJPII;NA;MEDRE;MEDICO;I;A;NA;01/03/2021 00:00;28/02/2023 00:00
12329991;1;Brenda Correia;04482549330;13/07/1994;NA;HRJP;COORDENACAO DA MATERNIDADE;NA;TECNICO DE ENFERMAGEM;NA;NA;10/08/2009;NA;NA
15289663;1;Julieta Dias;04482549331;14/07/1994;CONTRATO TEMPORARIO;HRJP;NA;MED;MEDICO;III;A;NA;30/06/2022 00:00;26/12/2022 00:00
14627749;2;Luiza Cunha;04482549332;15/07/1994;CONTRATO TEMPORARIO;CHPB;COORDENACAO DA UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;PENF;TECNICO DE ENFERMAGEM;II;A;09/03/2021;09/03/2021 00:00;08/03/2023 00:00
14883524;4;José Almeida;04482549333;16/07/1994;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA PEDIATRICA;MED;MEDICO PEDIATRA;III;A;08/04/2022;08/04/2022 00:00;07/04/2023 00:00
15074180;1;Júlio Souza;04482549334;17/07/1994;CONTRATO TEMPORARIO;CSPD;COORDENACAO DA UNIDADE DE CUIDADO AO ADULTO;PENF;TECNICO DE ENFERMAGEM;II;A;01/02/2022;08/02/2022 00:00;07/01/2023 00:00
15336415;1;Júlia Rodrigues;04482549335;18/07/1994;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;PENF;ENFERMEIRO;IV;A;05/10/2022;05/10/2022 00:00;04/10/2023 00:00
15164981;1;Sophia Barbosa;04482549336;19/07/1994;CONTRATO TEMPORARIO;DIEST;(DESAT.)GERENCIA DE TECNOLOGIA E GESTAO DA INFORMACAO;TOS;TECNICO EM INFORMATICA;II;A;04/04/2022;30/03/2022 00:00;29/03/2023 00:00
14790539;1;Beatrice Dias;04482549337;20/07/1994;CONTRATO TEMPORARIO;IRS;NUCLEO DE ENSINO E PESQUISA;MED;MEDICO PSIQUIATRA;III;A;09/02/2022;09/02/2022 00:00;08/02/2023 00:00
14376628;1;Rafael Ribeiro;04482549338;21/07/1994;CONTRATO TEMPORARIO;HRJP;COORDENACAO DAS UNIDADES CRITICAS;MED;MEDICO PEDIATRA;III;A;19/01/2017;01/02/2021 00:00;31/01/2023 00:00
14970909;2;Marina Carvalho;04482549339;22/07/1994;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE URGENCIA E EMERGENCIA;PENF;TECNICO DE ENFERMAGEM;II;A;13/10/2022;13/10/2022 00:00;12/10/2023 00:00
15273527;1;Rafael Rocha;04482549340;23/07/1994;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO GENERALISTA;I;A;07/07/2022;01/07/2022 00:00;27/12/2022 00:00
14680292;1;Eduarda Rocha;04482549341;24/07/1994;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE GESTAO DE PESSOAS;TOS;AUXILIAR ADMINISTRATIVO;I;A;11/02/2022;11/02/2022 00:00;10/02/2023 00:00
14460307;2;Leonardo Oliveira;04482549342;25/07/1994;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;AGAS;ODONTOLOGO;III;A;02/02/2022;07/02/2022 00:00;06/02/2023 00:00
14925952;1;Luis Carvalho;04482549343;26/07/1994;CONTRATO TEMPORARIO;HRJP;NA;MEDRE;MEDICO;I;A;NA;01/03/2021 00:00;28/02/2023 00:00
14627731;3;Vinícius Gomes;04482549344;27/07/1994;CONTRATO TEMPORARIO;MOV;COORDENACAO DE HOTELARIA;TOS;TECNICO EM NUTRICAO E DIETETICA;II;A;16/12/2021;16/12/2021 00:00;30/06/2023 00:00
13433743;2;Carlos Cardoso;04482549345;28/07/1994;CONTRATO TEMPORARIO;HAC;COORDENACAO DO AMBULATORIO;TOS;AUXILIAR ADMINISTRATIVO;I;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14625271;2;Pedro Alves;04482549346;29/07/1994;CONTRATO TEMPORARIO;HJK;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA ADULTO;MED;MEDICO CLINICO;III;A;01/02/2022;02/02/2022 00:00;01/02/2023 00:00
15084502;1;Yasmin Almeida;04482549347;30/07/1994;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE URGENCIA E EMERGENCIA;PENF;TECNICO DE ENFERMAGEM;II;A;02/02/2022;02/02/2022 00:00;01/02/2023 00:00
13805254;2;Larissa Barros;04482549348;31/07/1994;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE CIRURGICA;PENF;TECNICO DE ENFERMAGEM;II;A;21/10/2021;21/10/2021 00:00;30/06/2023 00:00
13083548;2;Julia Dias;04482549349;01/08/1994;CONTRATO TEMPORARIO;HJK;COORDENACAO MEDICA DA URGENCIA E EMERGENCIA;PENF;TECNICO DE ENFERMAGEM;II;A;10/03/2022;10/03/2022 00:00;09/03/2023 00:00
11652922;2;Livia Cunha;04482549350;02/08/1994;CONTRATO TEMPORARIO;CSPD;COORDENACAO DA UNIDADE DE CUIDADO AO ADULTO;PENF;TECNICO DE ENFERMAGEM;II;A;02/11/2016;02/03/2022 00:00;01/03/2023 00:00
14436588;1;Danilo Almeida;04482549351;03/08/1994;CONTRATO TEMPORARIO;CSSFA;COORDENACAO DA UNIDADE DE INTERNACAO E PACIENTES EXTERNOS;PENF;TECNICO DE ENFERMAGEM;II;A;13/03/2017;01/02/2022 00:00;31/01/2023 00:00
14339733;1;Pedro Correia;04482549352;04/08/1994;CONTRATO TEMPORARIO;IRS;COORDENACAO DE ASSISTENCIA FARMACEUTICA;TOS;TECNICO EM FARMACIA;II;A;02/02/2022;02/02/2022 00:00;01/02/2023 00:00
15292287;1;Gabrielle Ferreira;04482549353;05/08/1994;CONTRATO TEMPORARIO;HRAD;COORDENACAO DAS UNIDADES DE INTERNACAO;PENF;TECNICO DE ENFERMAGEM;II;A;0000-00-00;01/07/2022 00:00;30/06/2023 00:00
14052815;2;Laura Lima;04482549354;06/08/1994;CONTRATO TEMPORARIO;HJK;COORDENACAO DE SAUDE DO TRABALHADOR;TOS;TECNICO DE SEGURANCA DO TRABALHO;II;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14668982;2;Vitória Araujo;04482549355;07/08/1994;CONTRATO TEMPORARIO;HCM;COORDENACAO TECNICA DE ENFERMAGEM;PENF;ENFERMEIRO;IV;A;16/02/2022;16/02/2022 00:00;15/02/2023 00:00
15070915;1;Giovana Correia;04482549356;08/08/1994;CONTRATO TEMPORARIO;HMAL;COORDENACAO DE DIAGNOSTICO POR IMAGEM;TOS;TECNICO EM RADIOLOGIA;II;A;02/02/2022;02/02/2022 00:00;01/02/2023 00:00
14913651;2;Bruno Carvalho;04482549357;09/08/1994;CONTRATO TEMPORARIO;AJUR;(DESAT.)PROCURADORIA;AGAS;ADVOGADO;I;A;22/06/2022;22/06/2022 00:00;21/06/2023 00:00
14933964;1;Melissa Melo;04482549358;10/08/1994;CONTRATO TEMPORARIO;HIJPII;NA;MEDRE;MEDICO;I;A;NA;01/03/2021 00:00;28/02/2023 00:00
14481204;1;Julia Barros;04482549359;11/08/1994;CONTRATO TEMPORARIO;CSPD;COORDENACAO DE GESTAO DA INFORMACAO E FINANCAS;TOS;TECNICO EM INFORMATICA;II;A;12/05/2017;01/02/2022 00:00;31/01/2023 00:00
14717458;3;Kauê Martins;04482549360;12/08/1994;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE GESTAO DE PESSOAS;TOS;AUXILIAR ADMINISTRATIVO;I;A;09/06/2022;09/06/2022 00:00;08/06/2023 00:00
14841365;1;Lara Ribeiro;04482549361;13/08/1994;CONTRATO TEMPORARIO;HJK;COORDENACAO DE INTERNACAO - ADULTO;MED;MEDICO CLINICO;III;A;03/03/2022;03/03/2022 00:00;02/03/2023 00:00
